timestamped_line
"[16:23:37] Ready. Type 's' to start logging, 'e' to stop."
[16:23:37] Sensor Info:
[16:23:37] Sensor ID: 50
[16:23:37] Sensor Name: FORCE PLATE 850
[16:23:37] Units: N
[16:23:37] ▶️ START LOGGING
"[16:23:37] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:23:37] 4.25, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:37] 4.36, Force(N): 17.622, ΔF(N): -3.032, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:37] 4.47, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:23:37] 4.58, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:38] 5.61, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:39] 5.72, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:23:39] 6.13, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:39] 6.25, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:39] 6.46, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:23:39] 6.57, Force(N): 18.633, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:40] 6.99, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[16:23:40] 7.40, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:40] 7.52, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:23:40] 7.63, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:41] 7.84, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:23:41] 8.36, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[16:23:41] 8.57, Force(N): 18.633, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:41] 8.68, Force(N): 20.654, ΔF(N): 2.021, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:23:42] 8.80, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:42] 9.11, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[16:23:42] 9.22, Force(N): 18.633, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:42] 9.34, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:43] 9.85, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:23:43] 9.97, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:43] 10.28, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[16:23:43] 10.49, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:23:44] 11.22, Force(N): 20.654, ΔF(N): 1.011, FSR1: 900, FSR2: 1022, FSR3: 1023"
"[16:23:44] 11.53, Force(N): 21.665, ΔF(N): 1.011, FSR1: 804, FSR2: 1023, FSR3: 1023"
"[16:23:45] 11.74, Force(N): 22.676, ΔF(N): 1.011, FSR1: 765, FSR2: 1023, FSR3: 1023"
"[16:23:45] 11.85, Force(N): 21.665, ΔF(N): -1.011, FSR1: 771, FSR2: 1023, FSR3: 1022"
"[16:23:45] 12.07, Force(N): 20.654, ΔF(N): -1.011, FSR1: 382, FSR2: 1023, FSR3: 1023"
"[16:23:45] 12.18, Force(N): 21.665, ΔF(N): 1.011, FSR1: 385, FSR2: 1023, FSR3: 1023"
"[16:23:45] 12.29, Force(N): 20.654, ΔF(N): -1.011, FSR1: 429, FSR2: 1023, FSR3: 1023"
"[16:23:45] 12.51, Force(N): 21.665, ΔF(N): 1.011, FSR1: 432, FSR2: 1023, FSR3: 1023"
"[16:23:45] 12.62, Force(N): 20.654, ΔF(N): -1.011, FSR1: 429, FSR2: 1023, FSR3: 1023"
"[16:23:46] 12.73, Force(N): 18.633, ΔF(N): -2.021, FSR1: 497, FSR2: 1023, FSR3: 1023"
"[16:23:46] 12.85, Force(N): 19.644, ΔF(N): 1.011, FSR1: 375, FSR2: 1023, FSR3: 1023"
"[16:23:46] 12.96, Force(N): 20.654, ΔF(N): 1.011, FSR1: 360, FSR2: 1022, FSR3: 1023"
"[16:23:46] 13.27, Force(N): 19.644, ΔF(N): -1.011, FSR1: 380, FSR2: 1023, FSR3: 1023"
"[16:23:46] 13.38, Force(N): 20.654, ΔF(N): 1.011, FSR1: 367, FSR2: 1023, FSR3: 1023"
"[16:23:46] 13.50, Force(N): 19.644, ΔF(N): -1.011, FSR1: 346, FSR2: 1022, FSR3: 1023"
"[16:23:46] 13.61, Force(N): 20.654, ΔF(N): 1.011, FSR1: 343, FSR2: 1023, FSR3: 1023"
"[16:23:47] 13.72, Force(N): 19.644, ΔF(N): -1.011, FSR1: 350, FSR2: 1023, FSR3: 1023"
"[16:23:47] 13.83, Force(N): 20.654, ΔF(N): 1.011, FSR1: 337, FSR2: 1023, FSR3: 1023"
"[16:23:47] 14.05, Force(N): 21.665, ΔF(N): 1.011, FSR1: 374, FSR2: 1023, FSR3: 1023"
"[16:23:47] 14.16, Force(N): 22.676, ΔF(N): 1.011, FSR1: 369, FSR2: 1023, FSR3: 1023"
"[16:23:47] 14.27, Force(N): 21.665, ΔF(N): -1.011, FSR1: 356, FSR2: 1023, FSR3: 1023"
"[16:23:47] 14.38, Force(N): 22.676, ΔF(N): 1.011, FSR1: 346, FSR2: 1023, FSR3: 1023"
"[16:23:47] 14.49, Force(N): 23.687, ΔF(N): 1.011, FSR1: 341, FSR2: 1023, FSR3: 1023"
"[16:23:48] 14.71, Force(N): 24.697, ΔF(N): 1.011, FSR1: 341, FSR2: 1023, FSR3: 1023"
"[16:23:48] 14.82, Force(N): 25.708, ΔF(N): 1.011, FSR1: 340, FSR2: 1023, FSR3: 1023"
"[16:23:48] 15.03, Force(N): 26.719, ΔF(N): 1.011, FSR1: 334, FSR2: 1023, FSR3: 1023"
"[16:23:48] 15.25, Force(N): 27.729, ΔF(N): 1.011, FSR1: 328, FSR2: 1023, FSR3: 1023"
"[16:23:48] 15.46, Force(N): 28.740, ΔF(N): 1.011, FSR1: 316, FSR2: 1023, FSR3: 1023"
"[16:23:48] 15.67, Force(N): 30.762, ΔF(N): 2.021, FSR1: 312, FSR2: 1023, FSR3: 1023"
"[16:23:49] 16.09, Force(N): 31.772, ΔF(N): 1.011, FSR1: 301, FSR2: 1023, FSR3: 1023"
"[16:23:49] 16.20, Force(N): 33.794, ΔF(N): 2.021, FSR1: 298, FSR2: 1023, FSR3: 1023"
"[16:23:49] 16.41, Force(N): 34.805, ΔF(N): 1.011, FSR1: 294, FSR2: 1023, FSR3: 1023"
