timestamped_line
"[16:31:53] Ready. Type 's' to start logging, 'e' to stop."
[16:31:53] Sensor Info:
[16:31:53] Sensor ID: 50
[16:31:53] Sensor Name: FORCE PLATE 850
[16:31:53] Units: N
[16:31:53] ▶️ START LOGGING
"[16:31:53] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:31:53] 4.25, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:31:53] 4.36, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:31:54] 5.38, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:31:55] 5.80, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:31:55] 6.62, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[16:31:55] 6.73, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:31:56] 6.84, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:31:56] 6.96, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[16:31:56] 7.07, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:31:56] 7.18, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:31:56] 7.29, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:31:56] 7.51, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:31:56] 7.62, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:31:57] 7.83, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[16:31:57] 8.05, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:31:57] 8.46, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:31:57] 8.57, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:31:57] 8.69, Force(N): 20.654, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:31:58] 8.80, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:31:58] 9.01, Force(N): 22.676, ΔF(N): 1.011, FSR1: 803, FSR2: 1023, FSR3: 1023"
"[16:31:58] 9.22, Force(N): 23.687, ΔF(N): 1.011, FSR1: 783, FSR2: 1023, FSR3: 1023"
"[16:31:58] 9.44, Force(N): 24.697, ΔF(N): 1.011, FSR1: 787, FSR2: 1022, FSR3: 1023"
"[16:31:58] 9.55, Force(N): 23.687, ΔF(N): -1.011, FSR1: 747, FSR2: 1022, FSR3: 1023"
"[16:31:58] 9.66, Force(N): 24.697, ΔF(N): 1.011, FSR1: 734, FSR2: 1023, FSR3: 1023"
"[16:31:59] 10.07, Force(N): 23.687, ΔF(N): -1.011, FSR1: 747, FSR2: 1023, FSR3: 1023"
"[16:31:59] 10.39, Force(N): 24.697, ΔF(N): 1.011, FSR1: 814, FSR2: 1023, FSR3: 1023"
"[16:31:59] 10.50, Force(N): 25.708, ΔF(N): 1.011, FSR1: 787, FSR2: 1022, FSR3: 1023"
"[16:31:59] 10.61, Force(N): 24.697, ΔF(N): -1.011, FSR1: 722, FSR2: 1022, FSR3: 1023"
"[16:31:59] 10.72, Force(N): 25.708, ΔF(N): 1.011, FSR1: 710, FSR2: 1023, FSR3: 1023"
"[16:32:00] 10.84, Force(N): 27.729, ΔF(N): 2.021, FSR1: 694, FSR2: 1023, FSR3: 1023"
"[16:32:00] 11.05, Force(N): 28.740, ΔF(N): 1.011, FSR1: 620, FSR2: 1023, FSR3: 1023"
"[16:32:00] 11.16, Force(N): 29.751, ΔF(N): 1.011, FSR1: 618, FSR2: 1023, FSR3: 1023"
"[16:32:00] 11.27, Force(N): 30.762, ΔF(N): 1.011, FSR1: 607, FSR2: 1023, FSR3: 1023"
