ADC
2364
2361
2361
2363
2362
2361
2363
2363
2362
2362
2362
2364
2362
2362
2361
2364
2361
2362
2363
2363
2361
2364
2363
2361
2362
2362
2362
2361
2363
2362
2362
2362
2361
2361
2362
2361
2361
2361
2362
2361
2360
2360
2360
2360
2362
2361
2360
2360
2360
2359
2359
2359
2358
2358
2358
2359
2360
2358
2359
2359
2361
2361
2360
2361
2361
2359
2359
2359
2360
2358
2359
2359
2359
2360
2358
2359
2359
2358
2358
2359
2359
2359
2359
2359
2359
2359
2359
2359
2356
2359
2359
2358
2358
2358
2358
2358
2357
2357
2358
2358
2357
2357
2358
2358
2358
2358
2357
2357
2357
2356
2356
2356
2355
2355
2356
2356
2355
2356
2355
2356
2357
2356
2355
2355
2356
2356
2356
2356
2356
2356
2355
2356
2356
2355
2355
2357
2357
2356
2357
