timestamped_line
"[15:30:35] Ready. Type 's' to start logging, 'e' to stop."
[15:30:35] Sensor Info:
[15:30:35] Sensor ID: 50
[15:30:35] Sensor Name: FORCE PLATE 850
[15:30:35] Units: N
[15:30:35] ▶️ START LOGGING
"[15:30:35] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[15:30:36] 4.55, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:36] 4.66, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:30:36] 4.88, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:36] 5.19, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:36] 5.30, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:37] 5.82, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[15:30:37] 5.93, Force(N): 18.633, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:37] 6.15, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:37] 6.26, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:37] 6.37, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:30:38] 6.48, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:38] 6.59, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:38] 6.71, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:38] 6.82, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:38] 6.93, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:38] 7.05, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:38] 7.16, Force(N): 17.622, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:38] 7.37, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:39] 7.48, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:39] 7.80, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:39] 7.91, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:39] 8.12, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:39] 8.34, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:30:40] 8.55, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[15:30:40] 8.76, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:30:40] 9.28, Force(N): 19.644, ΔF(N): 2.021, FSR1: 433, FSR2: 1023, FSR3: 1023"
"[15:30:40] 9.39, Force(N): 18.633, ΔF(N): -1.011, FSR1: 434, FSR2: 1023, FSR3: 1023"
"[15:30:41] 9.81, Force(N): 19.644, ΔF(N): 1.011, FSR1: 432, FSR2: 1023, FSR3: 1023"
"[15:30:41] 9.92, Force(N): 20.654, ΔF(N): 1.011, FSR1: 428, FSR2: 1023, FSR3: 1023"
"[15:30:41] 10.03, Force(N): 19.644, ΔF(N): -1.011, FSR1: 421, FSR2: 1023, FSR3: 1023"
"[15:30:41] 10.14, Force(N): 20.654, ΔF(N): 1.011, FSR1: 420, FSR2: 1023, FSR3: 1023"
"[15:30:41] 10.35, Force(N): 21.665, ΔF(N): 1.011, FSR1: 418, FSR2: 1023, FSR3: 1023"
"[15:30:41] 10.47, Force(N): 20.654, ΔF(N): -1.011, FSR1: 417, FSR2: 1023, FSR3: 1023"
"[15:30:42] 10.68, Force(N): 21.665, ΔF(N): 1.011, FSR1: 417, FSR2: 1023, FSR3: 1023"
"[15:30:42] 10.79, Force(N): 20.654, ΔF(N): -1.011, FSR1: 417, FSR2: 1023, FSR3: 1023"
"[15:30:42] 10.91, Force(N): 21.665, ΔF(N): 1.011, FSR1: 416, FSR2: 1022, FSR3: 1023"
"[15:30:42] 11.02, Force(N): 22.676, ΔF(N): 1.011, FSR1: 411, FSR2: 1022, FSR3: 1023"
"[15:30:42] 11.23, Force(N): 24.697, ΔF(N): 2.021, FSR1: 397, FSR2: 1023, FSR3: 1023"
"[15:30:43] 11.65, Force(N): 25.708, ΔF(N): 1.011, FSR1: 384, FSR2: 1023, FSR3: 1023"
"[15:30:43] 12.06, Force(N): 26.719, ΔF(N): 1.011, FSR1: 380, FSR2: 1023, FSR3: 1023"
"[15:30:43] 12.27, Force(N): 25.708, ΔF(N): -1.011, FSR1: 379, FSR2: 1023, FSR3: 1023"
"[15:30:44] 12.49, Force(N): 26.719, ΔF(N): 1.011, FSR1: 377, FSR2: 1023, FSR3: 1023"
"[15:30:44] 12.90, Force(N): 27.729, ΔF(N): 1.011, FSR1: 371, FSR2: 1023, FSR3: 1023"
"[15:30:44] 13.12, Force(N): 28.740, ΔF(N): 1.011, FSR1: 366, FSR2: 1023, FSR3: 1023"
"[15:30:44] 13.23, Force(N): 27.729, ΔF(N): -1.011, FSR1: 365, FSR2: 1023, FSR3: 1023"
"[15:30:44] 13.34, Force(N): 28.740, ΔF(N): 1.011, FSR1: 364, FSR2: 1023, FSR3: 1023"
"[15:30:45] 13.56, Force(N): 30.762, ΔF(N): 2.021, FSR1: 363, FSR2: 1023, FSR3: 1023"
"[15:30:45] 13.87, Force(N): 29.751, ΔF(N): -1.011, FSR1: 360, FSR2: 1023, FSR3: 1023"
"[15:30:45] 14.39, Force(N): 30.762, ΔF(N): 1.011, FSR1: 357, FSR2: 1023, FSR3: 1023"
"[15:30:46] 14.60, Force(N): 29.751, ΔF(N): -1.011, FSR1: 356, FSR2: 1022, FSR3: 1023"
"[15:30:46] 14.71, Force(N): 30.762, ΔF(N): 1.011, FSR1: 355, FSR2: 1022, FSR3: 1022"
"[15:30:46] 14.82, Force(N): 32.783, ΔF(N): 2.021, FSR1: 355, FSR2: 1022, FSR3: 1022"
"[15:30:46] 14.94, Force(N): 30.762, ΔF(N): -2.021, FSR1: 355, FSR2: 1022, FSR3: 1022"
"[15:30:46] 15.05, Force(N): 31.772, ΔF(N): 1.011, FSR1: 352, FSR2: 1023, FSR3: 1023"
"[15:30:46] 15.16, Force(N): 32.783, ΔF(N): 1.011, FSR1: 352, FSR2: 1023, FSR3: 1023"
"[15:30:46] 15.27, Force(N): 31.772, ΔF(N): -1.011, FSR1: 351, FSR2: 1023, FSR3: 1023"
