timestamped_line
"[15:40:12] Ready. Type 's' to start logging, 'e' to stop."
[15:40:12] Sensor Info:
[15:40:12] Sensor ID: 50
[15:40:12] Sensor Name: FORCE PLATE 850
[15:40:12] Units: N
[15:40:12] ▶️ START LOGGING
"[15:40:12] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[15:40:12] 4.15, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1009"
"[15:40:12] 4.32, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1011"
"[15:40:12] 4.43, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 991"
"[15:40:12] 4.55, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 964"
"[15:40:12] 4.66, Force(N): 26.719, ΔF(N): 4.043, FSR1: 1023, FSR2: 1023, FSR3: 852"
"[15:40:13] 4.77, Force(N): 24.697, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 850"
"[15:40:13] 4.88, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 839"
"[15:40:13] 5.19, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 831"
"[15:40:13] 5.30, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 834"
"[15:40:13] 5.41, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 829"
"[15:40:14] 5.73, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 833"
"[15:40:14] 5.84, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 832"
"[15:40:14] 5.95, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 832"
"[15:40:14] 6.16, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 837"
"[15:40:14] 6.38, Force(N): 24.697, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 852"
"[15:40:14] 6.49, Force(N): 26.719, ΔF(N): 2.021, FSR1: 1023, FSR2: 1022, FSR3: 847"
"[15:40:14] 6.60, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 850"
"[15:40:15] 6.91, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 859"
"[15:40:15] 7.12, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 886"
"[15:40:15] 7.24, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 896"
"[15:40:15] 7.65, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 951"
"[15:40:16] 7.76, Force(N): 21.665, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 987"
"[15:40:16] 7.88, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 996"
"[15:40:16] 7.99, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 999"
"[15:40:16] 8.10, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1015"
"[15:40:16] 8.51, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1015"
"[15:40:16] 8.63, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 1015"
"[15:40:17] 8.74, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1015"
"[15:40:17] 8.85, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1015"
"[15:40:17] 9.17, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1018"
"[15:40:17] 9.38, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1007"
"[15:40:17] 9.49, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 984"
"[15:40:17] 9.60, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 990"
"[15:40:18] 9.71, Force(N): 23.687, ΔF(N): 2.021, FSR1: 1023, FSR2: 1022, FSR3: 964"
"[15:40:18] 9.82, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 967"
"[15:40:18] 10.04, Force(N): 24.697, ΔF(N): 2.021, FSR1: 1022, FSR2: 1023, FSR3: 952"
"[15:40:18] 10.55, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 912"
"[15:40:18] 10.67, Force(N): 25.708, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 904"
"[15:40:19] 10.78, Force(N): 23.687, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 901"
"[15:40:19] 10.89, Force(N): 25.708, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 898"
"[15:40:19] 11.00, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 899"
"[15:40:19] 11.52, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 866"
"[15:40:20] 11.73, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 860"
"[15:40:20] 12.05, Force(N): 24.697, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 851"
"[15:40:20] 12.16, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 850"
"[15:40:20] 12.37, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 863"
"[15:40:20] 12.49, Force(N): 26.719, ΔF(N): 2.021, FSR1: 1022, FSR2: 1023, FSR3: 875"
"[15:40:21] 12.70, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 937"
"[15:40:21] 12.81, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 943"
"[15:40:21] 13.03, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 935"
"[15:40:21] 13.14, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 934"
"[15:40:21] 13.45, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 912"
"[15:40:21] 13.67, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 874"
"[15:40:22] 13.88, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 847"
"[15:40:22] 13.99, Force(N): 26.719, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 842"
"[15:40:22] 14.10, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 848"
"[15:40:22] 14.42, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 832"
"[15:40:23] 14.94, Force(N): 29.751, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 819"
"[15:40:23] 15.25, Force(N): 28.740, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 814"
"[15:40:23] 15.46, Force(N): 29.751, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 813"
