timestamped_line
"[15:29:22] Ready. Type 's' to start logging, 'e' to stop."
[15:29:22] Sensor Info:
[15:29:22] Sensor ID: 50
[15:29:22] Sensor Name: FORCE PLATE 850
[15:29:22] Units: N
[15:29:22] ▶️ START LOGGING
"[15:29:22] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[15:29:23] 4.25, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[15:29:23] 4.36, Force(N): 16.611, ΔF(N): -2.021, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[15:29:23] 4.47, Force(N): 18.633, ΔF(N): 2.021, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:29:23] 4.58, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:29:23] 4.70, Force(N): 19.644, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:29:23] 4.81, Force(N): 17.622, ΔF(N): -2.021, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[15:29:23] 4.92, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:29:23] 5.03, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[15:29:24] 5.55, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:29:24] 5.66, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[15:29:24] 5.88, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:29:24] 5.99, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:29:24] 6.10, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:29:25] 6.31, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:29:25] 6.43, Force(N): 21.665, ΔF(N): 4.043, FSR1: 1023, FSR2: 1023, FSR3: 966"
"[15:29:25] 6.54, Force(N): 26.719, ΔF(N): 5.054, FSR1: 1023, FSR2: 1023, FSR3: 767"
"[15:29:25] 6.75, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 699"
"[15:29:25] 6.86, Force(N): 26.719, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 664"
"[15:29:25] 6.97, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 674"
"[15:29:25] 7.08, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 672"
"[15:29:26] 7.19, Force(N): 26.719, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 674"
"[15:29:26] 7.30, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 671"
"[15:29:26] 7.62, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 649"
"[15:29:26] 8.03, Force(N): 27.729, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 634"
"[15:29:26] 8.14, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 636"
"[15:29:27] 8.26, Force(N): 27.729, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 635"
"[15:29:27] 8.37, Force(N): 29.751, ΔF(N): 2.021, FSR1: 1022, FSR2: 1022, FSR3: 636"
