timestamped_line
"[16:05:48] Ready. Type 's' to start logging, 'e' to stop."
[16:05:48] Sensor Info:
[16:05:48] Sensor ID: 50
[16:05:48] Sensor Name: FORCE PLATE 850
[16:05:48] Units: N
[16:05:48] ▶️ START LOGGING
"[16:05:48] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:05:48] 4.45, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1021"
"[16:05:48] 4.56, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:05:48] 4.67, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:05:49] 4.78, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[16:05:49] 5.51, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:05:49] 5.62, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:05:50] 5.93, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:05:50] 6.35, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:05:50] 6.66, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1022"
"[16:05:51] 6.98, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:05:51] 7.19, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:05:51] 7.30, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[16:05:51] 7.42, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1022"
"[16:05:51] 7.63, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[16:05:52] 7.84, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 968"
"[16:05:52] 7.95, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 957"
"[16:05:52] 8.06, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 915"
"[16:05:52] 8.18, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 886"
"[16:05:52] 8.29, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 868"
"[16:05:52] 8.60, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 840"
"[16:05:53] 8.81, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 851"
"[16:05:53] 8.92, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 833"
"[16:05:53] 9.03, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 832"
"[16:05:53] 9.45, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 807"
"[16:05:53] 9.56, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 806"
"[16:05:54] 10.18, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 778"
"[16:05:54] 10.29, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 773"
"[16:05:54] 10.40, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 782"
"[16:05:54] 10.51, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 741"
"[16:05:55] 11.23, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 718"
"[16:05:56] 12.05, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 724"
"[16:05:57] 12.98, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 706"
"[16:05:57] 13.39, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 704"
"[16:05:57] 13.51, Force(N): 26.719, ΔF(N): 2.021, FSR1: 1022, FSR2: 1023, FSR3: 705"
"[16:05:57] 13.62, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 706"
"[16:05:58] 13.73, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 696"
"[16:05:58] 14.15, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 680"
"[16:05:58] 14.26, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 712"
"[16:05:58] 14.47, Force(N): 24.697, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 692"
"[16:05:58] 14.58, Force(N): 26.719, ΔF(N): 2.021, FSR1: 1023, FSR2: 1022, FSR3: 675"
"[16:05:59] 14.90, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 655"
