timestamped_line
"[15:58:58] Ready. Type 's' to start logging, 'e' to stop."
[15:58:58] Sensor Info:
[15:58:58] Sensor ID: 50
[15:58:58] Sensor Name: FORCE PLATE 850
[15:58:58] Units: N
[15:58:58] ▶️ START LOGGING
"[15:58:58] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[15:58:58] 4.35, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[15:58:58] 4.56, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:58:59] 4.67, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:58:59] 4.78, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[15:58:59] 5.00, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:58:59] 5.11, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:58:59] 5.43, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:59:00] 5.74, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[15:59:00] 6.05, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:59:00] 6.17, Force(N): 21.665, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:59:00] 6.38, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 924"
"[15:59:00] 6.59, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 465"
"[15:59:01] 6.71, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 446"
"[15:59:01] 6.82, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 396"
"[15:59:01] 6.93, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 388"
"[15:59:01] 7.34, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 380"
"[15:59:01] 7.46, Force(N): 21.665, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 377"
"[15:59:01] 7.57, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 375"
"[15:59:02] 7.68, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 358"
"[15:59:02] 7.99, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 361"
"[15:59:02] 8.10, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 354"
"[15:59:02] 8.62, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 351"
"[15:59:03] 8.73, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 351"
"[15:59:03] 8.84, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 351"
"[15:59:03] 9.15, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 350"
"[15:59:03] 9.27, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:59:03] 9.48, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 346"
