timestamped_line
"[16:14:57] Ready. Type 's' to start logging, 'e' to stop."
[16:14:57] Sensor Info:
[16:14:57] Sensor ID: 50
[16:14:57] Sensor Name: FORCE PLATE 850
[16:14:57] Units: N
[16:14:57] ▶️ START LOGGING
"[16:14:57] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:14:57] 4.25, Force(N): 15.601, ΔF(N): -1.011, FSR1: 1021, FSR2: 1021, FSR3: 1023"
"[16:14:57] 4.46, Force(N): 16.611, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1022"
"[16:14:58] 4.88, Force(N): 15.601, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1021"
"[16:14:58] 4.99, Force(N): 16.611, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1021"
"[16:14:58] 5.20, Force(N): 15.601, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:14:58] 5.31, Force(N): 16.611, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:14:58] 5.43, Force(N): 15.601, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:14:59] 5.84, Force(N): 16.611, ΔF(N): 1.011, FSR1: 1021, FSR2: 1022, FSR3: 1022"
"[16:14:59] 5.95, Force(N): 15.601, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 1022"
"[16:14:59] 6.07, Force(N): 16.611, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1021"
"[16:14:59] 6.18, Force(N): 15.601, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1021"
"[16:14:59] 6.39, Force(N): 16.611, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:14:59] 6.51, Force(N): 15.601, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:15:00] 6.62, Force(N): 16.611, ΔF(N): 1.011, FSR1: 1021, FSR2: 1021, FSR3: 1021"
"[16:15:00] 6.83, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1021, FSR2: 1021, FSR3: 1022"
"[16:15:00] 6.94, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1015"
"[16:15:00] 7.16, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1021, FSR2: 1022, FSR3: 950"
"[16:15:00] 7.47, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 951"
"[16:15:01] 7.88, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 943"
"[16:15:01] 8.00, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 949"
"[16:15:01] 8.11, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1021, FSR2: 1022, FSR3: 947"
"[16:15:01] 8.22, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 946"
"[16:15:01] 8.33, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 933"
"[16:15:01] 8.44, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 943"
"[16:15:02] 8.55, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 941"
"[16:15:02] 8.66, Force(N): 17.622, ΔF(N): -2.021, FSR1: 1022, FSR2: 1021, FSR3: 934"
"[16:15:02] 8.77, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 936"
"[16:15:02] 9.29, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 938"
"[16:15:02] 9.50, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1021, FSR2: 1022, FSR3: 929"
"[16:15:03] 9.71, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1021, FSR3: 917"
"[16:15:03] 9.82, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 897"
"[16:15:03] 9.94, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 891"
"[16:15:03] 10.05, Force(N): 23.687, ΔF(N): 2.021, FSR1: 1022, FSR2: 1021, FSR3: 866"
"[16:15:03] 10.26, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 856"
"[16:15:04] 10.57, Force(N): 24.697, ΔF(N): 2.021, FSR1: 1021, FSR2: 1022, FSR3: 837"
"[16:15:04] 10.69, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 837"
"[16:15:04] 10.90, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 851"
"[16:15:04] 11.02, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 851"
"[16:15:04] 11.13, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 850"
"[16:15:04] 11.44, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 844"
"[16:15:05] 11.65, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 836"
"[16:15:05] 11.77, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 838"
"[16:15:05] 12.28, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1021, FSR2: 1022, FSR3: 843"
"[16:15:05] 12.40, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1021, FSR2: 1022, FSR3: 838"
"[16:15:06] 12.71, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1022, FSR2: 1021, FSR3: 828"
"[16:15:06] 12.82, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 827"
"[16:15:06] 12.94, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 821"
"[16:15:06] 13.35, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 802"
"[16:15:06] 13.46, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 797"
"[16:15:07] 14.08, Force(N): 26.719, ΔF(N): 2.021, FSR1: 1022, FSR2: 1022, FSR3: 792"
"[16:15:07] 14.19, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1021, FSR2: 1022, FSR3: 787"
"[16:15:07] 14.31, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1022, FSR2: 1021, FSR3: 785"
"[16:15:08] 14.52, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 784"
"[16:15:08] 14.63, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1022, FSR2: 1021, FSR3: 782"
"[16:15:08] 15.15, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1021, FSR2: 1022, FSR3: 771"
"[16:15:08] 15.46, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 763"
