timestamped_line
"[14:40:14] Ready. Type 's' to start logging, 'e' to stop."
[14:40:14] Sensor Info:
[14:40:14] Sensor ID: 50
[14:40:14] Sensor Name: FORCE PLATE 850
[14:40:15] Units: N
[14:40:16] ▶️ START LOGGING
"[14:40:16] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[14:40:18] 7.19, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:18] 7.30, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:18] 7.41, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:18] 7.63, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:18] 7.84, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:18] 7.95, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[14:40:19] 8.17, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[14:40:19] 8.28, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[14:40:19] 8.49, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:19] 8.61, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:19] 8.82, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:19] 8.93, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:20] 9.15, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:20] 9.26, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[14:40:20] 9.47, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:20] 9.58, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:20] 9.70, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[14:40:20] 9.81, Force(N): 18.633, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:20] 9.92, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:21] 10.23, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:21] 10.35, Force(N): 16.611, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:21] 10.46, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:21] 10.68, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:21] 10.79, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:21] 10.90, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:21] 11.02, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:22] 11.64, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:23] 12.05, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:23] 12.17, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[14:40:23] 12.28, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:23] 12.39, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:23] 12.61, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[14:40:23] 12.82, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[14:40:23] 12.94, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:24] 13.56, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:40:24] 13.67, Force(N): 16.611, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
