timestamped_line
"[14:52:41] Ready. Type 's' to start logging, 'e' to stop."
[14:52:41] Sensor Info:
[14:52:41] Sensor ID: 50
[14:52:41] Sensor Name: FORCE PLATE 850
[14:52:41] Units: N
[14:52:41] ▶️ START LOGGING
"[14:52:41] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[14:52:41] 4.45, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:52:42] 4.76, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:52:42] 4.98, Force(N): 29.751, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:52:42] 5.09, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:52:42] 5.20, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:52:42] 5.41, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:52:43] 5.53, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 1022"
"[14:52:43] 5.94, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[14:52:44] 6.86, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[14:52:44] 6.98, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:52:44] 7.09, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:52:44] 7.20, Force(N): 29.751, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[14:52:44] 7.31, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[14:52:44] 7.43, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[14:52:45] 7.54, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:52:45] 7.65, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[14:52:45] 7.76, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
