timestamped_line
"[16:07:55] Ready. Type 's' to start logging, 'e' to stop."
[16:07:55] Sensor Info:
[16:07:55] Sensor ID: 50
[16:07:55] Sensor Name: FORCE PLATE 850
[16:07:55] Units: N
[16:07:56] ▶️ START LOGGING
"[16:07:56] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:07:56] 4.45, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:07:56] 4.56, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:07:56] 4.67, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:07:56] 4.78, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:07:57] 5.40, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:07:57] 5.52, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:07:57] 5.63, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:07:57] 5.74, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:07:57] 6.05, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:07:58] 6.27, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:07:58] 6.48, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:07:58] 6.59, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 1022"
"[16:07:58] 6.81, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[16:07:58] 7.02, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[16:07:59] 7.13, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[16:07:59] 7.45, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:07:59] 7.56, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1022"
"[16:07:59] 7.78, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1022"
"[16:07:59] 7.89, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:08:00] 8.10, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:08:00] 8.21, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 708, FSR3: 1022"
"[16:08:00] 8.32, Force(N): 22.676, ΔF(N): 2.021, FSR1: 1023, FSR2: 578, FSR3: 1023"
"[16:08:00] 8.43, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 557, FSR3: 1022"
"[16:08:00] 8.65, Force(N): 25.708, ΔF(N): 2.021, FSR1: 1022, FSR2: 514, FSR3: 1022"
"[16:08:00] 8.76, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 495, FSR3: 1023"
"[16:08:00] 8.87, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1022, FSR2: 482, FSR3: 1022"
"[16:08:00] 8.98, Force(N): 27.729, ΔF(N): 2.021, FSR1: 1022, FSR2: 454, FSR3: 1023"
"[16:08:01] 9.09, Force(N): 29.751, ΔF(N): 2.021, FSR1: 1022, FSR2: 407, FSR3: 1023"
"[16:08:01] 9.30, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1022, FSR2: 359, FSR3: 1023"
"[16:08:01] 9.41, Force(N): 32.783, ΔF(N): 2.021, FSR1: 1022, FSR2: 344, FSR3: 1023"
"[16:08:01] 9.52, Force(N): 35.815, ΔF(N): 3.032, FSR1: 1023, FSR2: 329, FSR3: 1022"
"[16:08:01] 9.74, Force(N): 37.837, ΔF(N): 2.021, FSR1: 1022, FSR2: 310, FSR3: 1022"
"[16:08:01] 9.85, Force(N): 40.869, ΔF(N): 3.032, FSR1: 1022, FSR2: 309, FSR3: 1022"
"[16:08:01] 9.96, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1022, FSR2: 292, FSR3: 1022"
"[16:08:01] 10.07, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1023, FSR2: 281, FSR3: 1023"
"[16:08:02] 10.18, Force(N): 44.912, ΔF(N): 2.021, FSR1: 1023, FSR2: 271, FSR3: 1022"
"[16:08:02] 10.29, Force(N): 45.923, ΔF(N): 1.011, FSR1: 1022, FSR2: 267, FSR3: 1023"
"[16:08:02] 10.40, Force(N): 46.934, ΔF(N): 1.011, FSR1: 1023, FSR2: 265, FSR3: 1022"
"[16:08:02] 10.52, Force(N): 47.944, ΔF(N): 1.011, FSR1: 1023, FSR2: 264, FSR3: 1022"
"[16:08:02] 10.63, Force(N): 46.934, ΔF(N): -1.011, FSR1: 1022, FSR2: 263, FSR3: 1023"
"[16:08:02] 10.74, Force(N): 47.944, ΔF(N): 1.011, FSR1: 1023, FSR2: 262, FSR3: 1023"
"[16:08:02] 10.85, Force(N): 49.966, ΔF(N): 2.021, FSR1: 1022, FSR2: 260, FSR3: 1022"
"[16:08:02] 11.07, Force(N): 48.955, ΔF(N): -1.011, FSR1: 1022, FSR2: 258, FSR3: 1022"
"[16:08:03] 11.58, Force(N): 47.944, ΔF(N): -1.011, FSR1: 1022, FSR2: 258, FSR3: 1023"
"[16:08:03] 11.70, Force(N): 49.966, ΔF(N): 2.021, FSR1: 1022, FSR2: 257, FSR3: 1022"
"[16:08:03] 11.81, Force(N): 48.955, ΔF(N): -1.011, FSR1: 1022, FSR2: 259, FSR3: 1023"
"[16:08:03] 11.92, Force(N): 49.966, ΔF(N): 1.011, FSR1: 1022, FSR2: 259, FSR3: 1022"
"[16:08:04] 12.23, Force(N): 50.977, ΔF(N): 1.011, FSR1: 1022, FSR2: 256, FSR3: 1022"
"[16:08:04] 12.35, Force(N): 49.966, ΔF(N): -1.011, FSR1: 1022, FSR2: 254, FSR3: 1022"
"[16:08:04] 12.86, Force(N): 48.955, ΔF(N): -1.011, FSR1: 1022, FSR2: 254, FSR3: 1023"
"[16:08:04] 12.98, Force(N): 49.966, ΔF(N): 1.011, FSR1: 1023, FSR2: 254, FSR3: 1023"
"[16:08:05] 13.09, Force(N): 46.934, ΔF(N): -3.032, FSR1: 1023, FSR2: 260, FSR3: 1022"
"[16:08:05] 13.20, Force(N): 40.869, ΔF(N): -6.064, FSR1: 1022, FSR2: 307, FSR3: 1022"
"[16:08:05] 13.32, Force(N): 34.805, ΔF(N): -6.064, FSR1: 1022, FSR2: 343, FSR3: 1022"
"[16:08:05] 13.43, Force(N): 32.783, ΔF(N): -2.021, FSR1: 1022, FSR2: 386, FSR3: 1023"
"[16:08:05] 13.54, Force(N): 29.751, ΔF(N): -3.032, FSR1: 1022, FSR2: 443, FSR3: 1022"
"[16:08:05] 13.65, Force(N): 26.719, ΔF(N): -3.032, FSR1: 1023, FSR2: 505, FSR3: 1023"
"[16:08:05] 13.87, Force(N): 24.697, ΔF(N): -2.021, FSR1: 1022, FSR2: 570, FSR3: 1023"
"[16:08:05] 13.98, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1022, FSR2: 593, FSR3: 1022"
"[16:08:06] 14.09, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1023, FSR2: 642, FSR3: 1023"
"[16:08:06] 14.31, Force(N): 20.654, ΔF(N): -2.021, FSR1: 1022, FSR2: 670, FSR3: 1022"
"[16:08:06] 14.42, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 665, FSR3: 1022"
"[16:08:06] 14.73, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 655, FSR3: 1022"
"[16:08:07] 15.66, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 926, FSR3: 1022"
"[16:08:07] 15.77, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:08:07] 15.88, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:08:08] 16.10, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:08:08] 16.21, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:08:08] 16.32, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[16:08:08] 16.64, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 670, FSR3: 1022"
"[16:08:08] 16.85, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 585, FSR3: 1023"
"[16:08:08] 16.97, Force(N): 24.697, ΔF(N): 2.021, FSR1: 1022, FSR2: 539, FSR3: 1022"
"[16:08:09] 17.08, Force(N): 27.729, ΔF(N): 3.032, FSR1: 1023, FSR2: 490, FSR3: 1023"
"[16:08:09] 17.19, Force(N): 30.762, ΔF(N): 3.032, FSR1: 1022, FSR2: 432, FSR3: 1023"
"[16:08:09] 17.30, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1022, FSR2: 395, FSR3: 1022"
"[16:08:09] 17.41, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1022, FSR2: 384, FSR3: 1023"
"[16:08:09] 17.52, Force(N): 34.805, ΔF(N): 2.021, FSR1: 1022, FSR2: 367, FSR3: 1022"
"[16:08:09] 17.64, Force(N): 36.826, ΔF(N): 2.021, FSR1: 1023, FSR2: 337, FSR3: 1022"
"[16:08:09] 17.85, Force(N): 38.848, ΔF(N): 2.021, FSR1: 1022, FSR2: 326, FSR3: 1023"
"[16:08:09] 18.06, Force(N): 36.826, ΔF(N): -2.021, FSR1: 1022, FSR2: 330, FSR3: 1022"
"[16:08:10] 18.18, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1022, FSR2: 325, FSR3: 1022"
"[16:08:10] 18.29, Force(N): 37.837, ΔF(N): 2.021, FSR1: 1022, FSR2: 314, FSR3: 1022"
"[16:08:10] 18.40, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1022, FSR2: 310, FSR3: 1022"
"[16:08:10] 18.51, Force(N): 40.869, ΔF(N): 2.021, FSR1: 1023, FSR2: 306, FSR3: 1022"
"[16:08:10] 18.62, Force(N): 38.848, ΔF(N): -2.021, FSR1: 1023, FSR2: 303, FSR3: 1023"
"[16:08:10] 18.94, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 303, FSR3: 1023"
"[16:08:10] 19.05, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 300, FSR3: 1022"
"[16:08:11] 19.26, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1023, FSR2: 291, FSR3: 1023"
"[16:08:11] 19.38, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1022, FSR2: 286, FSR3: 1022"
"[16:08:11] 19.49, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1022, FSR2: 282, FSR3: 1022"
"[16:08:11] 19.60, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1023, FSR2: 278, FSR3: 1022"
"[16:08:11] 19.71, Force(N): 41.880, ΔF(N): -1.011, FSR1: 1022, FSR2: 277, FSR3: 1023"
"[16:08:11] 19.83, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1022, FSR2: 276, FSR3: 1022"
"[16:08:11] 19.94, Force(N): 43.901, ΔF(N): 1.011, FSR1: 1022, FSR2: 274, FSR3: 1022"
"[16:08:12] 20.15, Force(N): 44.912, ΔF(N): 1.011, FSR1: 1022, FSR2: 270, FSR3: 1022"
"[16:08:12] 20.26, Force(N): 43.901, ΔF(N): -1.011, FSR1: 1023, FSR2: 268, FSR3: 1022"
"[16:08:12] 20.48, Force(N): 44.912, ΔF(N): 1.011, FSR1: 1022, FSR2: 267, FSR3: 1022"
"[16:08:13] 21.20, Force(N): 42.891, ΔF(N): -2.021, FSR1: 1022, FSR2: 273, FSR3: 1022"
"[16:08:13] 21.31, Force(N): 35.815, ΔF(N): -7.075, FSR1: 1022, FSR2: 340, FSR3: 1023"
"[16:08:13] 21.42, Force(N): 30.762, ΔF(N): -5.054, FSR1: 1023, FSR2: 410, FSR3: 1022"
"[16:08:13] 21.53, Force(N): 26.719, ΔF(N): -4.043, FSR1: 1022, FSR2: 478, FSR3: 1022"
"[16:08:13] 21.75, Force(N): 24.697, ΔF(N): -2.021, FSR1: 1022, FSR2: 535, FSR3: 1023"
"[16:08:14] 22.06, Force(N): 22.676, ΔF(N): -2.021, FSR1: 1022, FSR2: 578, FSR3: 1022"
"[16:08:14] 22.89, Force(N): 20.654, ΔF(N): -2.021, FSR1: 1022, FSR2: 661, FSR3: 1022"
"[16:08:14] 23.00, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 652, FSR3: 1022"
"[16:08:15] 23.21, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 643, FSR3: 1022"
"[16:08:15] 23.32, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1021, FSR2: 642, FSR3: 1023"
"[16:08:16] 24.14, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 639, FSR3: 1023"
"[16:08:16] 24.26, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1022, FSR2: 640, FSR3: 1022"
"[16:08:16] 24.47, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 652, FSR3: 1022"
"[16:08:16] 24.68, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 655, FSR3: 1022"
"[16:08:16] 24.90, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 652, FSR3: 1023"
"[16:08:17] 25.31, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 646, FSR3: 1023"
"[16:08:17] 25.43, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 640, FSR3: 1022"
"[16:08:17] 25.54, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 630, FSR3: 1023"
"[16:08:17] 25.65, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 624, FSR3: 1023"
"[16:08:17] 25.96, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1023, FSR2: 559, FSR3: 1022"
"[16:08:18] 26.18, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1022, FSR2: 532, FSR3: 1022"
"[16:08:18] 26.29, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1023, FSR2: 532, FSR3: 1023"
"[16:08:18] 26.60, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1022, FSR2: 498, FSR3: 1022"
"[16:08:18] 26.72, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1022, FSR2: 488, FSR3: 1023"
"[16:08:18] 26.83, Force(N): 29.751, ΔF(N): 2.021, FSR1: 1022, FSR2: 466, FSR3: 1023"
"[16:08:18] 27.04, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1022, FSR2: 411, FSR3: 1022"
"[16:08:19] 27.15, Force(N): 32.783, ΔF(N): 2.021, FSR1: 1022, FSR2: 390, FSR3: 1022"
"[16:08:19] 27.26, Force(N): 31.772, ΔF(N): -1.011, FSR1: 1023, FSR2: 382, FSR3: 1023"
"[16:08:19] 27.38, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1022, FSR2: 379, FSR3: 1022"
"[16:08:19] 27.49, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1022, FSR2: 377, FSR3: 1023"
"[16:08:19] 27.70, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1023, FSR2: 368, FSR3: 1023"
"[16:08:19] 27.92, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1022, FSR2: 349, FSR3: 1023"
"[16:08:19] 28.03, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 343, FSR3: 1022"
"[16:08:20] 28.24, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1022, FSR2: 332, FSR3: 1023"
"[16:08:20] 28.35, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 330, FSR3: 1023"
"[16:08:20] 28.67, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 322, FSR3: 1022"
"[16:08:20] 28.88, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 318, FSR3: 1022"
"[16:08:21] 29.19, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1022, FSR2: 306, FSR3: 1022"
"[16:08:21] 29.51, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1023, FSR2: 300, FSR3: 1023"
