ADC
2946
2946
2946
2947
2946
2947
2946
2945
2946
2945
2946
2946
2946
2946
2946
2945
2946
2945
2946
2947
2946
2946
2946
2946
2945
2946
2947
2947
2946
2946
2946
2946
2947
2948
2946
2947
2946
2946
2947
2947
2946
2947
2947
2947
2946
2947
2947
2947
2947
2947
2946
2946
2945
2946
2947
2946
2947
2947
2947
2947
2945
2946
2946
2946
2946
2945
2947
2945
2947
2946
2946
2945
2946
2946
2946
2946
2947
2946
2946
2946
2946
2946
2945
2944
2944
2945
2946
2944
2945
2945
2945
2944
2944
2945
2945
2945
2945
2944
2946
2945
2946
2946
2946
2946
2946
2945
2945
2944
2945
2944
2944
2944
2945
2946
2945
2944
2944
2944
2945
2944
2944
2945
2944
2944
2944
2943
2943
2943
2944
2943
2943
2944
2943
2944
2944
2945
2943
2945
2944
