ADC
2825
2825
2825
2826
2825
2826
2825
2826
2825
2824
2825
2824
2825
2824
2824
2825
2825
2824
2825
2825
2825
2826
2826
2826
2826
2827
2827
2827
2827
2826
2826
2826
2826
2825
2825
2826
2825
2826
2826
2825
2826
2825
2825
2825
2825
2825
2825
2823
2825
2824
2824
2823
2824
2825
2824
2823
2824
2824
2824
2823
2823
2824
2824
2823
2822
2824
2824
2823
2823
2822
2824
2823
2822
2823
2821
2822
2823
2824
2823
2822
2820
2822
2822
2821
2821
2821
2820
2820
2820
2821
2821
2819
2820
2821
2819
2820
2821
2820
2820
2820
2820
2821
2822
2822
2823
2821
2822
2822
2822
2822
2822
2823
2821
2823
2823
2823
2821
2821
2821
2822
2822
2822
2821
2820
2822
2822
2821
2820
2821
2821
2820
2821
2821
2821
2820
2820
2821
2822
2821
