ADC
2704
2703
2703
2702
2702
2703
2702
2702
2702
2702
2702
2703
2702
2703
2702
2702
2702
2701
2701
2702
2701
2703
2703
2702
2702
2701
2701
2701
2702
2702
2703
2702
2703
2703
2702
2703
2702
2704
2703
2703
2702
2702
2702
2703
2703
2703
2702
2702
2703
2703
2702
2702
2703
2703
2703
2704
2702
2702
2703
2702
2703
2703
2703
2703
2704
2704
2702
2703
2703
2704
2703
2703
2703
2703
2702
2702
2703
2702
2703
2702
2703
2702
2702
2701
2702
2704
2703
2703
2702
2701
2703
2703
2703
2703
2702
2703
2703
2703
2702
2702
2703
2703
2703
2702
2702
2703
2702
2702
2703
2704
2703
2703
2703
2703
2703
2704
2703
2703
2703
2702
2703
2702
2704
2704
2702
2702
2702
2702
2702
2703
2703
2703
2704
2703
2701
2702
2703
2703
2703
