timestamped_line
"[16:29:47] Ready. Type 's' to start logging, 'e' to stop."
[16:29:47] Sensor Info:
[16:29:47] Sensor ID: 50
[16:29:47] Sensor Name: FORCE PLATE 850
[16:29:47] Units: N
[16:29:47] ▶️ START LOGGING
"[16:29:47] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:29:47] 4.15, Force(N): 19.644, ΔF(N): -1.011, FSR1: 415, FSR2: 1023, FSR3: 1023"
"[16:29:47] 4.32, Force(N): 20.654, ΔF(N): 1.011, FSR1: 413, FSR2: 1023, FSR3: 1023"
"[16:29:48] 4.43, Force(N): 19.644, ΔF(N): -1.011, FSR1: 413, FSR2: 1023, FSR3: 1023"
"[16:29:48] 5.05, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:29:48] 5.26, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:29:49] 5.38, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:29:49] 5.49, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:29:49] 5.60, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:29:49] 6.02, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:29:49] 6.13, Force(N): 20.654, ΔF(N): -1.011, FSR1: 733, FSR2: 1021, FSR3: 1023"
"[16:29:49] 6.24, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:29:50] 6.55, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:29:50] 6.87, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:29:50] 7.28, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:29:51] 7.40, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:29:51] 7.71, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
